Target_genes	BHLHE40|Average	SRX2424487|293	SRX2424488|293	SRX150519|A549	SRX150509|GM12878	SRX3322985|GM12878	SRX3322986|GM12878	SRX6888831|HeLa	SRX6888832|HeLa	SRX6888833|HeLa	SRX6888834|HeLa	SRX100528|Hep_G2	SRX150645|Hep_G2	SRX2424662|IMR-90	SRX2424663|IMR-90	SRX15783135|Jurkat	SRX15783136|Jurkat	SRX15783137|Jurkat	SRX15783138|Jurkat	SRX19471788|Jurkat	SRX19471789|Jurkat	SRX19471796|Jurkat	SRX19471797|Jurkat	SRX150695|K-562	SRX359985|LoVo	STRING
FER1L5	200.500000	0	0	0	543	856	479	0	0	0	0	0	563	188	163	0	0	0	0	266	462	524	361	407	0	0
CAPN15	200.500000	0	0	0	677	1229	220	0	0	0	0	0	0	831	427	0	0	0	0	0	124	307	193	804	0	0
GFRA3	200.458333	0	0	241	368	873	325	0	0	0	0	0	557	812	412	0	0	0	0	0	0	0	0	1223	0	0
RAB33A	200.291667	0	0	0	0	0	0	0	0	0	0	0	178	267	123	0	0	0	0	603	836	1189	893	718	0	0
RBSN	200.208333	0	0	0	536	421	221	0	0	0	0	0	175	144	159	0	0	0	0	522	762	796	608	461	0	0
SHTN1	200.166667	0	0	236	209	977	268	335	0	0	0	107	487	136	0	0	0	0	0	0	195	399	222	1233	0	0
PKM	200.166667	0	0	0	299	837	350	0	0	0	0	0	141	218	81	0	0	0	0	445	551	869	524	489	0	0
SIAH2	200.041667	0	0	0	411	1437	588	0	0	0	0	0	290	455	304	0	0	0	0	108	208	400	313	287	0	0
PDCD11	200.041667	0	0	0	601	1168	428	0	0	0	0	0	465	466	140	0	0	0	0	168	249	380	286	450	0	0
ATP5MD	200.041667	0	0	0	601	1168	428	0	0	0	0	0	465	466	140	0	0	0	0	168	249	380	286	450	0	0
KAT7	199.708333	0	0	107	398	907	360	0	0	0	0	0	716	182	0	0	0	0	0	230	273	568	320	732	0	0
AVPR2	199.625000	0	0	0	0	0	0	0	0	0	0	0	0	1269	948	0	0	0	0	0	149	667	595	1163	0	0
TCF7	199.541667	0	0	0	1199	1527	458	0	0	0	0	0	0	103	0	0	0	0	0	226	420	521	335	0	0	0
KIFC3	199.541667	0	0	215	147	345	129	0	0	0	0	0	769	384	465	0	0	0	0	266	458	522	443	646	0	0
DBNDD1	199.458333	0	0	0	499	941	403	0	0	0	0	0	105	168	0	0	0	0	0	407	685	827	516	236	0	0
TSEN34	199.375000	125	0	147	358	857	147	0	0	0	0	0	376	949	270	0	0	0	0	169	238	308	233	608	0	0
SFT2D2	199.375000	0	0	0	556	2144	546	0	0	0	0	0	188	152	0	0	0	0	0	121	172	256	185	465	0	0
ZEB2	199.250000	0	0	286	295	290	0	0	0	0	0	0	0	1282	873	0	0	0	0	0	0	0	0	1756	0	0
PMEPA1	199.250000	0	0	0	117	232	226	0	0	0	0	0	120	307	236	0	0	0	0	552	774	1144	873	201	0	0
CCKBR	199.125000	0	0	0	0	0	0	0	0	0	0	0	317	2105	1557	0	0	0	0	0	0	0	0	800	0	0
H2AC7	199.041667	0	0	0	210	555	183	0	0	0	0	0	146	841	580	0	0	0	0	237	311	717	310	687	0	0
NDUFAF4	199.000000	0	0	0	520	940	311	0	0	0	0	0	486	420	202	0	0	0	0	203	202	448	405	639	0	0
KLHL32	199.000000	0	0	0	520	940	311	0	0	0	0	0	486	420	202	0	0	0	0	203	202	448	405	639	0	0
BRWD1	198.958333	0	0	0	137	646	281	0	0	0	0	0	76	0	0	0	0	0	0	744	738	959	786	408	0	0
CTDSP1	198.916667	0	0	0	327	837	172	0	0	0	0	0	148	293	0	0	0	0	0	356	544	877	540	680	0	0
B4GALT4	198.916667	0	0	0	624	1911	545	0	0	0	0	0	239	502	278	0	0	0	0	0	0	0	0	675	0	0
PTPN6	198.875000	462	222	0	587	798	398	0	0	0	0	0	221	0	0	0	0	0	135	333	504	500	432	181	0	0
SRMS	198.833333	0	0	0	413	394	124	0	0	0	0	0	359	350	914	0	0	0	0	333	494	619	448	324	0	0
PTK6	198.833333	0	0	0	413	394	124	0	0	0	0	0	359	350	914	0	0	0	0	333	494	619	448	324	0	0
PGLYRP4	198.666667	0	0	0	351	403	99	0	0	0	0	0	0	0	0	0	0	0	0	556	1028	1010	891	430	0	0
OSTM1	198.666667	0	0	0	477	1828	628	0	0	0	0	0	246	334	130	0	0	0	0	180	109	200	131	505	0	0
ZNF57	198.625000	0	0	148	204	667	263	0	0	0	0	0	627	380	152	0	0	0	0	216	371	679	490	570	0	0
UBE2G2	198.625000	0	0	0	511	1855	462	0	0	0	0	0	415	265	0	0	0	0	0	93	120	208	202	636	0	0
CKAP5	198.541667	0	0	0	513	1429	367	0	0	0	0	0	305	356	87	0	0	0	0	109	178	274	215	932	0	0
PLAGL1	198.458333	0	0	0	207	653	258	0	0	0	0	0	203	0	0	0	0	0	114	415	751	999	760	403	0	0
FABP7	198.416667	0	0	0	297	821	585	0	0	0	0	0	689	943	418	0	0	0	0	0	0	0	0	1009	0	0
CYSTM1	198.291667	0	0	111	586	1640	395	0	0	0	0	0	210	352	152	0	0	0	0	0	162	318	177	656	0	0
INPP5A	198.125000	0	0	0	664	1442	685	0	0	0	0	0	424	340	215	0	0	0	0	0	199	242	171	373	0	0
SPATC1	198.083333	0	0	187	253	296	141	0	0	0	0	0	218	1591	1572	0	0	0	0	0	0	0	0	496	0	0
TDRD7	197.791667	0	0	0	581	1431	683	0	0	0	0	0	332	245	0	0	0	0	0	228	197	250	283	517	0	0
DENND4A	197.791667	0	0	0	376	928	639	0	0	0	0	0	153	220	106	0	0	0	0	327	344	737	502	415	0	0
NAXE	197.750000	0	0	0	296	1086	354	0	0	0	0	0	162	256	111	0	0	0	0	374	476	854	526	251	0	0
WASF1	197.666667	1291	630	0	0	299	0	0	0	0	0	0	571	665	252	0	0	0	0	91	199	304	131	311	0	0
FNTA	197.666667	0	0	0	640	930	356	0	0	0	0	123	946	146	0	0	0	0	0	148	170	285	198	802	0	0
CDC40	197.666667	1291	630	0	0	299	0	0	0	0	0	0	571	665	252	0	0	0	0	91	199	304	131	311	0	0
NAGK	197.625000	0	0	0	308	755	198	0	0	0	0	152	706	544	198	0	0	0	0	142	138	279	245	1078	0	0
SULT1A4	197.541667	0	0	145	139	333	205	0	0	0	0	250	623	364	325	0	0	0	0	242	483	798	476	358	0	0
SULT1A3	197.541667	0	0	145	139	333	205	0	0	0	0	250	623	364	325	0	0	0	0	242	483	798	476	358	0	0
UBE2M	197.458333	0	0	241	460	1339	283	0	0	0	0	0	151	625	110	0	0	0	0	102	167	323	182	756	0	0
PPM1L	197.458333	488	198	98	433	649	457	0	0	0	0	0	399	529	577	0	0	0	0	0	167	154	126	464	0	0
CHMP2A	197.458333	0	0	241	460	1339	283	0	0	0	0	0	151	625	110	0	0	0	0	102	167	323	182	756	0	0
SEC11C	197.375000	0	0	0	515	1457	595	0	0	0	0	0	370	263	0	0	0	0	0	132	171	397	262	575	0	0
DCUN1D4	197.333333	0	0	0	827	1352	457	0	0	0	0	0	401	348	0	0	0	0	0	120	97	118	0	1016	0	0
SACM1L	197.291667	0	0	0	419	1160	107	0	0	0	0	0	184	296	0	0	0	0	0	360	545	803	368	493	0	0
BAK1	197.250000	0	0	0	1043	1437	484	0	0	0	0	0	229	119	0	0	0	0	0	147	366	354	313	242	0	0
MEIS1	197.208333	247	0	278	0	0	136	0	0	0	0	0	1468	1099	570	0	0	0	0	0	0	0	0	935	0	0
CALM1	197.125000	0	0	0	326	879	342	0	0	0	0	0	298	216	133	0	0	0	0	369	490	807	631	240	0	0
EBP	197.041667	0	0	163	0	0	0	351	239	0	0	0	725	1019	191	0	0	0	0	0	0	228	203	1610	0	0
FOXK2	196.958333	0	0	0	241	1459	433	0	0	0	0	226	1227	238	183	0	0	0	0	0	0	227	0	493	0	0
NPIPB6	196.916667	0	0	0	491	883	223	0	0	0	0	0	608	1015	169	0	0	0	0	77	153	279	194	634	0	0
DERL3	196.916667	0	0	0	741	1688	776	0	0	0	0	0	0	382	212	0	0	0	0	0	0	144	0	783	0	0
ZNF687	196.833333	0	0	238	157	772	161	0	0	0	0	0	235	714	301	0	0	0	0	178	387	523	280	778	0	0
TMEM183A	196.833333	0	0	0	291	873	389	0	0	0	0	0	88	478	371	0	0	0	0	100	118	239	153	1624	0	0
ITPR1	196.750000	0	0	0	404	977	297	0	0	0	0	0	359	528	194	0	0	0	0	145	246	344	263	965	0	0
KCNH1	196.708333	0	0	0	361	1528	396	0	0	0	0	0	219	398	0	0	0	0	0	176	230	562	234	617	0	0
CD63	196.708333	0	0	0	478	1573	471	0	0	0	0	0	186	221	171	0	0	0	0	0	175	342	234	870	0	0
MYCBP2	196.666667	0	0	0	298	446	230	0	0	0	0	0	698	838	262	0	0	0	0	242	480	530	285	411	0	0
SND1	196.625000	0	0	0	415	1207	320	0	0	0	0	0	377	435	0	0	0	0	0	101	197	474	333	860	0	0
ZNF595	196.583333	0	0	0	307	104	113	0	0	0	0	0	0	0	0	0	0	0	0	441	726	1302	899	826	0	0
HMGA2	196.500000	0	0	281	211	932	563	0	0	0	0	167	1076	829	657	0	0	0	0	0	0	0	0	0	0	0
E2F5	196.500000	0	0	0	1008	768	221	0	0	0	0	0	206	719	161	0	0	0	0	192	267	567	322	285	0	0
TUBGCP5	196.458333	0	0	0	499	1608	373	0	0	0	0	0	218	506	78	0	0	0	0	0	139	462	172	660	0	0
GAR1	196.458333	0	0	0	587	1537	618	0	0	0	0	0	274	298	124	0	0	0	0	127	168	332	177	473	0	0
HESX1	196.416667	0	0	0	588	1681	487	0	0	0	0	0	220	238	0	0	0	0	0	153	358	456	309	224	0	0
APPL1	196.416667	0	0	0	588	1681	487	0	0	0	0	0	220	238	0	0	0	0	0	153	358	456	309	224	0	0
APOC3	196.375000	0	0	0	611	1733	347	0	0	0	0	0	660	471	149	0	0	0	0	0	0	146	0	596	0	0
APOA1	196.375000	0	0	0	611	1733	347	0	0	0	0	0	660	471	149	0	0	0	0	0	0	146	0	596	0	0
SAYSD1	196.333333	0	0	0	506	844	398	0	0	0	0	0	773	414	188	0	0	0	0	163	114	260	209	843	0	0
FAM72C	196.333333	0	0	0	633	1137	436	0	0	0	0	0	247	739	0	0	0	0	0	0	75	266	176	1003	0	0
TUBG1	196.291667	0	0	0	1303	1122	689	0	0	0	0	0	114	110	0	0	0	0	0	166	324	372	330	181	0	0
RETREG3	196.291667	0	0	0	1303	1122	689	0	0	0	0	0	114	110	0	0	0	0	0	166	324	372	330	181	0	0
PTPN22	196.208333	0	0	0	560	780	352	0	0	0	0	0	0	151	0	0	0	0	0	318	612	1016	770	150	0	0
PSEN2	196.208333	0	0	0	580	973	837	0	0	0	0	0	470	524	233	0	0	0	0	0	0	0	0	1092	0	0
TMEM132A	196.125000	0	0	0	722	1555	977	76	0	0	0	0	0	167	0	0	0	0	0	0	0	352	86	772	0	0
SV2A	195.958333	0	0	93	876	1178	415	0	0	0	0	0	325	793	142	0	0	0	0	131	182	347	221	0	0	0
PKLR	195.958333	0	0	0	497	1230	236	0	0	0	0	0	163	672	259	0	0	0	0	0	274	461	298	613	0	0
FDPS	195.958333	0	0	0	497	1230	236	0	0	0	0	0	163	672	259	0	0	0	0	0	274	461	298	613	0	0
MEAF6	195.833333	0	0	68	651	1335	493	0	0	0	0	0	314	471	221	0	0	0	0	0	0	182	108	857	0	0
HIVEP2	195.833333	0	0	0	894	1149	580	0	0	0	0	147	198	0	217	0	0	0	0	310	375	448	382	0	0	0
FSD1L	195.750000	0	0	0	613	1345	669	0	0	0	0	0	136	649	275	0	0	0	0	0	0	243	225	543	0	0
CCDC130	195.666667	0	0	0	479	1837	506	0	0	0	0	0	177	256	195	0	0	0	0	156	167	275	150	498	0	0
FASLG	195.625000	0	0	0	460	885	351	0	0	0	0	0	0	0	0	0	0	0	0	482	513	874	710	420	0	0
LDHD	195.541667	0	0	0	0	0	0	0	0	0	0	0	101	442	930	0	0	0	0	379	555	918	676	692	0	0
VPS8	195.500000	0	0	0	648	1416	659	0	0	0	0	0	160	142	145	0	0	0	0	124	169	404	286	539	0	0
TTC7B	195.416667	0	0	0	240	699	0	0	0	0	0	0	0	245	0	0	0	0	0	664	661	1209	972	0	0	0
TEKT2	195.416667	0	0	0	265	619	312	0	0	0	0	0	446	136	0	0	0	0	0	392	464	651	382	1023	0	0
FAM13A	195.416667	0	0	0	439	890	233	0	0	0	0	0	106	482	191	0	0	0	0	0	138	229	125	1857	0	0
ADPRS	195.416667	0	0	0	265	619	312	0	0	0	0	0	446	136	0	0	0	0	0	392	464	651	382	1023	0	0
ITGA6	195.375000	0	0	0	0	0	0	0	0	0	0	0	219	101	0	0	0	0	0	783	1147	1472	967	0	0	0
RSPRY1	195.333333	0	0	0	0	1809	740	0	0	0	0	0	404	717	496	0	0	0	0	0	116	184	0	222	0	0
RPL26	195.333333	0	0	0	401	1393	582	0	0	0	0	0	118	583	149	0	0	0	0	219	251	356	207	429	0	0
PSME3IP1	195.333333	0	0	0	0	1809	740	0	0	0	0	0	404	717	496	0	0	0	0	0	116	184	0	222	0	0
LRWD1	195.333333	0	0	0	476	1334	531	0	0	0	0	0	259	157	101	0	0	0	0	201	240	512	288	589	0	0
ALKBH4	195.333333	0	0	0	476	1334	531	0	0	0	0	0	259	157	101	0	0	0	0	201	240	512	288	589	0	0
PPARGC1B	195.250000	0	0	0	1196	1842	1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	161	200	0	0
GPN3	195.125000	0	0	0	479	1075	509	0	0	0	0	0	200	362	126	0	0	0	0	158	283	387	273	831	0	0
FAM216A	195.125000	0	0	0	479	1075	509	0	0	0	0	0	200	362	126	0	0	0	0	158	283	387	273	831	0	0
EPM2A	195.125000	0	0	0	449	1187	730	0	0	0	0	0	752	340	129	0	0	0	0	0	0	201	158	737	0	0
FAXDC2	195.041667	0	0	0	279	850	251	0	0	0	0	0	532	643	277	0	0	0	0	142	267	343	328	769	0	0
CNOT8	195.041667	0	0	0	279	850	251	0	0	0	0	0	532	643	277	0	0	0	0	142	267	343	328	769	0	0
RAB8B	195.000000	0	0	0	1011	1316	470	0	0	0	0	0	0	0	0	0	0	0	0	281	367	628	466	141	0	0
SH2B1	194.833333	0	0	0	450	1085	276	0	0	0	0	0	240	241	0	0	0	0	0	268	424	718	560	414	0	0
ASIC4	194.750000	0	0	0	0	0	0	0	0	0	0	0	0	302	266	0	0	0	0	412	703	932	825	1234	0	0
RBM25	194.625000	0	0	0	123	223	0	0	0	0	0	173	1539	379	110	0	0	0	0	369	411	609	432	303	0	0
IL18BP	194.583333	0	0	0	1351	2271	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0
RIN3	194.500000	0	0	0	362	777	146	0	0	0	0	0	0	442	136	0	0	0	0	422	934	914	535	0	0	0
PPM1K	194.500000	0	0	0	1214	1438	525	0	0	0	0	0	0	152	0	0	0	0	0	100	220	414	259	346	0	0
FBXW2	194.500000	0	0	0	326	888	365	0	0	0	0	0	419	363	152	0	0	0	0	214	277	508	364	792	0	0
RAP1GDS1	194.458333	0	0	0	457	954	299	0	0	0	0	0	787	452	285	0	0	0	0	0	195	367	156	715	0	0
COMMD10	194.416667	0	0	0	953	1054	605	0	0	0	0	0	257	339	140	0	0	0	0	110	175	323	249	461	0	0
BOLA1	194.375000	0	0	93	876	1178	415	0	0	0	0	0	325	793	142	0	0	0	0	131	144	347	221	0	0	0
NDFIP2	194.291667	0	0	0	392	1215	369	0	0	0	0	0	92	483	0	0	0	0	0	363	439	574	338	398	0	0
FEM1A	194.291667	0	0	0	324	1245	651	0	0	0	0	0	214	222	227	0	0	0	0	243	257	478	451	351	0	0
CD320	194.250000	0	0	0	460	1066	620	0	0	0	0	0	416	241	155	0	0	0	0	160	129	263	215	937	0	0
PLA2G1B	194.083333	0	0	0	351	1383	591	0	0	0	0	0	642	253	104	0	0	0	0	157	149	191	159	678	0	0
ASB1	194.083333	0	0	0	242	1080	287	0	0	0	0	0	0	141	0	0	0	0	0	330	621	961	478	518	0	0
SERPINB9	194.041667	0	0	0	1548	1639	1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0
RAB1B	194.041667	0	0	0	603	920	247	0	0	0	0	0	203	1216	497	0	0	0	0	0	150	220	116	485	0	0
PIK3AP1	194.000000	0	0	0	1326	2195	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	297	0	0
BATF2	194.000000	0	0	0	401	419	157	0	0	0	0	165	825	1059	663	0	0	0	0	0	0	0	0	967	0	0
SECISBP2L	193.958333	0	0	0	1224	1404	391	0	0	0	0	0	0	165	0	0	0	0	0	194	352	377	321	227	0	0
GPX4	193.958333	0	0	0	247	1362	574	0	0	0	0	0	168	251	138	0	0	0	0	322	327	367	417	482	0	0
TUT1	193.875000	0	0	0	412	370	221	0	0	0	0	0	244	219	0	0	0	0	0	372	626	1049	754	386	0	0
MTA2	193.875000	0	0	0	412	370	221	0	0	0	0	0	244	219	0	0	0	0	0	372	626	1049	754	386	0	0
SNRPD3	193.833333	0	0	0	230	377	119	0	0	0	0	314	1607	194	0	0	0	0	0	181	221	466	285	658	0	0
HNRNPU	193.708333	0	0	0	593	1265	541	0	0	0	0	0	262	477	204	0	0	0	0	146	128	258	189	586	0	0
KIAA0408	193.666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	843	1232	1414	1159	0	0	0
GATD3B	193.666667	0	0	0	636	1558	427	0	0	0	0	0	0	202	0	0	0	0	0	111	167	663	530	354	0	0
GATD3A	193.666667	0	0	0	636	1558	427	0	0	0	0	0	0	202	0	0	0	0	0	111	167	663	530	354	0	0
TCP1	193.583333	0	0	0	545	1365	688	0	0	0	0	0	334	366	120	0	0	0	0	0	150	292	112	674	0	0
SNX32	193.583333	0	0	0	726	2333	1038	0	0	0	0	0	0	314	235	0	0	0	0	0	0	0	0	0	0	0
MRPL18	193.583333	0	0	0	545	1365	688	0	0	0	0	0	334	366	120	0	0	0	0	0	150	292	112	674	0	0
PKIG	193.541667	0	0	0	227	863	264	0	0	0	0	0	185	351	171	0	0	0	0	422	669	779	480	234	0	0
NEK1	193.541667	0	0	0	177	590	211	0	0	0	0	0	514	175	147	0	0	0	0	342	512	709	506	762	0	0
N4BP3	193.541667	0	0	0	341	879	159	0	0	0	0	0	124	0	0	0	0	0	0	422	483	948	706	583	0	0
CLCN3	193.541667	0	0	0	177	590	211	0	0	0	0	0	514	175	147	0	0	0	0	342	512	709	506	762	0	0
FAM13B	193.458333	0	0	0	782	1477	625	0	0	0	0	0	205	187	253	0	0	0	0	0	0	230	158	726	0	0
KRBA2	193.416667	0	0	0	401	1393	582	0	0	0	0	0	118	583	149	0	0	0	0	173	251	356	207	429	0	0
AHI1	193.333333	0	0	0	302	1021	394	0	0	0	0	0	439	652	237	0	0	0	0	103	280	316	260	636	0	0
CAMK1	193.291667	0	0	0	0	219	0	0	0	0	0	0	804	154	0	0	0	0	0	624	974	996	636	232	0	0
H4C2	193.250000	0	0	0	554	1000	541	0	0	0	0	0	158	287	203	0	0	0	0	203	300	413	241	738	0	0
SRGAP2C	193.208333	0	0	0	707	1094	466	0	0	0	0	0	308	520	0	0	0	0	0	0	0	408	232	902	0	0
FAM72B	193.208333	0	0	0	707	1094	466	0	0	0	0	0	308	520	0	0	0	0	0	0	0	408	232	902	0	0
PLA2G6	193.166667	0	0	94	218	277	130	0	0	0	0	282	1217	948	382	0	0	0	0	0	0	211	125	752	0	0
RHBDL1	193.125000	0	0	0	436	998	461	0	0	0	0	0	203	181	129	0	0	0	0	214	332	531	317	833	0	0
MINK1	193.041667	0	0	0	238	944	572	0	0	0	0	0	0	1304	486	0	0	0	0	145	232	296	156	260	0	0
FAM131C	193.041667	0	0	216	231	724	296	0	0	0	0	141	732	521	327	0	0	0	0	0	0	136	0	1309	0	0
BORCS6	193.041667	0	0	0	390	1410	471	0	0	0	0	0	646	178	0	0	0	0	0	150	178	263	181	766	0	0
CD47	192.958333	0	0	0	424	1323	611	0	0	0	0	0	0	254	172	0	0	0	0	280	190	592	390	395	0	0
TM6SF1	192.583333	0	0	0	1144	1322	501	0	0	0	0	0	0	913	742	0	0	0	0	0	0	0	0	0	0	0
TRIM25	192.458333	0	0	0	517	1076	518	0	0	0	0	144	741	198	142	0	0	0	0	115	130	235	95	708	0	0
EEF1A1	192.458333	0	0	0	538	560	204	0	0	0	0	0	168	399	0	0	0	0	0	578	646	592	406	528	0	0
LPAR5	192.250000	0	0	0	361	383	0	0	0	0	0	0	0	0	0	0	0	0	0	755	1036	1015	794	270	0	0
HTATIP2	192.250000	0	0	130	468	1454	752	0	0	0	0	0	0	280	286	0	0	0	0	0	0	0	0	1244	0	0
SOAT1	192.208333	0	0	0	281	977	163	0	0	0	0	0	98	1280	650	0	0	0	0	186	171	339	173	295	0	0
MRPL40	192.125000	0	0	0	370	970	425	0	0	0	0	0	774	244	0	0	0	0	0	107	243	300	222	956	0	0
HIRA	192.125000	0	0	0	370	970	425	0	0	0	0	0	774	244	0	0	0	0	0	107	243	300	222	956	0	0
TAF10	191.958333	0	0	0	758	879	271	0	0	0	0	0	661	230	342	0	0	0	0	194	146	318	191	617	0	0
CBR4	191.958333	0	0	0	458	1191	335	0	0	0	0	0	265	446	0	0	0	0	0	162	175	376	219	980	0	0
C20orf203	191.958333	0	0	0	0	116	0	0	0	0	0	0	190	0	0	0	0	0	0	536	804	1234	817	910	0	0
H4C1	191.833333	0	0	0	554	1000	541	0	0	0	0	0	158	287	171	0	0	0	0	203	300	413	239	738	0	0
HAUS5	191.666667	0	0	0	634	914	493	0	0	0	0	0	541	0	556	0	0	0	0	129	191	222	114	806	0	0
RPL3L	191.583333	0	0	0	616	1187	558	0	0	0	0	0	234	0	90	0	0	0	0	210	232	553	355	563	0	0
BCL7B	191.500000	0	0	0	761	1449	1025	0	0	0	0	0	154	135	0	0	0	0	0	95	0	331	200	446	0	0
IQCN	191.458333	0	0	0	281	1197	332	0	0	0	0	0	235	236	221	0	0	0	0	148	217	384	305	1039	0	0
RGL2	191.333333	0	0	0	556	749	248	0	0	0	0	0	395	371	174	0	0	0	0	189	385	534	379	612	0	0
PFDN6	191.333333	0	0	0	556	749	248	0	0	0	0	0	395	371	174	0	0	0	0	189	385	534	379	612	0	0
PLXDC1	191.291667	0	0	0	224	336	138	0	0	0	0	0	819	1092	580	0	0	0	0	152	215	334	139	562	0	0
LY6E	191.208333	0	0	0	895	1450	780	0	0	0	0	0	0	103	0	0	0	0	0	120	201	253	213	574	0	0
PURB	191.000000	0	0	0	445	725	307	0	0	0	0	0	107	403	116	0	0	0	0	248	496	745	470	522	0	0
MYLK4	190.708333	0	0	0	303	1204	367	0	0	0	0	0	146	138	0	0	0	0	0	339	418	817	572	273	0	0
PHIP	190.583333	0	0	0	217	725	158	0	0	0	0	0	236	740	288	0	0	0	0	300	372	658	416	464	0	0
IER3	190.416667	0	0	0	169	602	110	0	0	182	0	0	171	226	135	0	0	0	179	549	837	577	410	423	0	0
FLOT1	190.416667	0	0	0	169	602	110	0	0	182	0	0	171	226	135	0	0	0	179	549	837	577	410	423	0	0
NDUFV2	190.375000	0	0	0	276	1510	328	0	0	0	0	0	303	192	0	0	0	0	0	214	370	571	426	379	0	0
MSL2	190.375000	0	0	0	467	1391	276	0	0	0	0	0	461	506	197	0	0	0	0	159	241	368	315	188	0	0
SPIN2B	190.333333	0	0	126	0	0	0	176	138	0	0	129	1095	913	392	0	0	0	0	0	0	182	144	1273	0	0
RIC1	190.250000	0	0	0	454	1106	492	0	0	0	0	0	339	315	476	0	0	0	0	113	134	280	263	594	0	0
BNIP2	190.250000	0	0	0	313	1056	423	0	0	0	0	0	90	393	98	0	0	0	0	206	273	693	420	601	0	0
H4C5	190.208333	0	0	0	210	555	183	0	0	0	0	0	146	841	580	0	0	0	0	237	311	505	310	687	0	0
H2BC7	190.208333	0	0	0	210	555	183	0	0	0	0	0	146	841	580	0	0	0	0	237	311	505	310	687	0	0
CHKA	190.208333	0	0	0	373	1634	702	0	0	0	0	196	315	0	144	0	0	0	0	0	174	302	202	523	0	0
NR3C1	190.125000	0	0	252	718	1117	701	0	0	0	0	0	113	432	331	0	0	0	0	0	169	253	173	304	0	0
HMGN1	190.125000	0	0	0	319	1579	790	0	0	0	0	0	192	348	177	0	0	0	0	116	0	266	164	612	0	0
MFGE8	190.041667	0	0	0	240	321	191	0	0	0	0	0	0	1588	1236	0	0	0	0	85	242	226	208	224	0	0
ZNF212	190.000000	0	0	0	637	990	309	0	0	0	0	0	259	462	169	0	0	0	0	136	142	405	289	762	0	0
YIF1A	190.000000	0	0	0	539	726	255	0	0	0	0	163	968	289	0	0	0	0	0	155	307	382	262	514	0	0
TMEM151A	190.000000	0	0	0	539	726	255	0	0	0	0	163	968	289	0	0	0	0	0	155	307	382	262	514	0	0
OAF	190.000000	0	0	0	114	280	0	0	0	0	0	0	0	1994	1209	0	0	0	0	0	118	139	0	706	0	0
CD226	190.000000	0	0	0	1149	1330	459	0	0	0	0	0	0	0	0	0	0	0	0	195	334	467	262	364	0	0
TMEM138	189.958333	0	0	0	671	1438	747	0	0	0	0	0	325	256	177	0	0	0	0	177	255	253	178	82	0	0
GRPEL1	189.958333	0	0	0	899	1088	501	0	0	0	0	0	404	289	0	0	0	0	0	123	165	227	272	591	0	0
RTN4RL1	189.875000	0	0	0	830	1027	295	0	0	0	0	0	201	394	0	0	0	0	0	250	338	701	379	142	0	0
FBXL14	189.833333	0	0	0	577	1203	787	0	0	0	0	0	593	418	267	0	0	0	0	0	0	175	0	536	0	0
FABP3	189.833333	0	0	0	428	549	0	0	0	0	0	431	1251	545	232	0	0	0	0	0	0	0	0	1120	0	0
MBD6	189.750000	0	0	0	337	634	263	0	0	0	0	113	561	349	0	0	0	0	0	260	218	547	300	972	0	0
DDIT3	189.750000	0	0	0	337	634	263	0	0	0	0	113	561	349	0	0	0	0	0	260	218	547	300	972	0	0
SERGEF	189.666667	0	0	0	568	1842	561	0	0	0	0	0	0	326	154	0	0	0	0	152	84	231	152	482	0	0
LRCH4	189.625000	0	0	0	594	1258	277	0	0	0	0	0	181	344	0	0	0	0	0	193	366	451	386	501	0	0
FBXO24	189.625000	0	0	0	594	1258	277	0	0	0	0	0	181	344	0	0	0	0	0	193	366	451	386	501	0	0
TREM1	189.583333	0	0	0	499	1415	670	0	0	0	0	0	365	0	0	0	0	0	0	0	0	238	0	1363	0	0
TCF12	189.541667	0	0	0	234	606	338	0	0	0	0	0	178	548	0	0	0	0	0	476	557	691	505	416	0	0
CORO2A	189.541667	0	0	0	437	1768	537	0	0	0	0	118	385	318	0	0	0	0	0	0	0	135	0	851	0	0
ZYG11A	189.416667	0	0	168	519	1380	386	0	0	0	0	0	316	606	189	0	0	0	0	0	0	102	0	880	0	0
STK32C	189.250000	0	0	0	237	454	231	0	0	0	0	0	367	224	0	0	0	0	0	562	725	802	513	427	0	0
LRRC27	189.250000	0	0	0	237	454	231	0	0	0	0	0	367	224	0	0	0	0	0	562	725	802	513	427	0	0
IMPDH1	189.208333	0	0	0	423	1804	813	0	0	0	0	0	124	324	231	0	0	0	0	0	0	366	173	283	0	0
CCP110	189.166667	0	0	0	792	1333	445	0	0	0	0	0	477	265	0	0	0	0	0	153	0	259	124	692	0	0
C17orf50	189.125000	0	0	0	455	1771	553	0	0	0	0	0	354	0	0	0	0	0	0	132	158	523	173	420	0	0
GADD45A	189.083333	0	0	0	246	521	238	0	0	0	0	0	286	1006	512	0	0	0	0	0	0	87	103	1539	0	0
OSGIN1	189.041667	0	0	164	497	811	133	0	0	0	0	0	591	910	384	0	0	0	0	0	0	0	0	1047	0	0
